  -1.8188358e-01   4.8066422e-01  -3.9609664e-01   4.6691933e-01   4.4304340e-01   6.5584531e-01  -1.3630226e-01  -3.2148786e-02   4.8354268e+00
   8.6507143e-01   5.9301552e-01  -8.3332817e-01  -5.2655250e-01   9.8571285e-02  -1.8837024e-01   2.5045625e-01  -1.8174884e-01   1.2122367e-01
  -1.6548382e-01   9.0782413e-01  -9.1531663e-01  -6.0405626e-01  -2.6800696e-03   1.9500478e-01  -1.5672275e-01  -3.9274606e-02   3.3016860e+00
  -2.7743118e-01   5.9420967e-01   3.8719807e-01   7.7120923e-01   7.5880599e-01  -3.5730492e-01   7.7904164e-02   1.3528338e-01   8.5066444e+00
  -9.1787731e-01  -2.8742814e-01   3.3641247e-01  -7.8243142e-01  -8.7474663e-01   7.8695964e-01  -9.6384288e-02   6.9277906e-02   1.9709015e+00
  -7.7358451e-01   7.8878594e-01   2.3255260e-01  -8.8641707e-01   6.7722494e-01   7.5766126e-01  -2.3785981e-01   9.0219925e-02   8.6121724e+00
   3.9669234e-01   1.2016784e-01   8.7336589e-01   5.1126552e-01  -6.7292562e-01  -1.2731381e-01  -1.0777371e-01   4.7234911e-02   8.1184191e+00
   2.4235555e-01  -1.1927496e-01   9.3842760e-01   7.2918930e-01  -4.9673614e-01  -1.7598316e-01  -8.0719990e-02  -6.0871844e-02   4.2307640e+00
  -2.2958800e-01  -1.8141109e-01   8.8191842e-01  -8.8796607e-01  -8.5237050e-01  -1.2844999e-01  -1.8618131e-01  -1.4930611e-01   7.1047318e+00
  -5.9004761e-01  -1.7886885e-01   2.5540226e-01   5.0186463e-01  -3.3749867e-01  -5.0884962e-01  -6.1106398e-02   1.8476828e-01   7.2181008e-01
  -6.2667863e-01   5.4414686e-01  -3.2822851e-01   7.2846261e-01   4.8446065e-01  -6.7802509e-01   2.7816966e-01  -2.5935772e-03   4.9626926e+00
   6.5894091e-01   7.0579941e-01   3.4506687e-01  -4.6943053e-01   7.0518992e-01  -4.7385361e-01  -3.8254871e-02   2.5038303e-01   9.5757797e+00
  -6.6735299e-01  -7.1585084e-01   3.6639787e-01  -1.0087325e-01  -8.0162551e-01   7.4264329e-01  -1.8151177e-01  -2.6840203e-01  -2.0059847e+00
  -7.3174529e-01   8.9223036e-01   8.9398082e-01   1.5464130e-01  -2.9745463e-01  -4.1769833e-01  -2.1684419e-01  -1.0027729e-01   9.2780116e+00
   1.2448761e-01  -3.7497553e-02  -6.4619964e-01   4.3675501e-01   5.2440842e-01  -3.1997164e-01   4.7470670e-03  -1.6045351e-02  -2.5269863e-01
  -8.6148959e-01  -7.1157137e-01   6.6323875e-01  -5.7368122e-01  -3.1234282e-01   5.5563854e-02   2.5741073e-01  -2.9788544e-01  -6.2604882e-01
  -5.0471566e-01  -4.5585044e-01   8.6617625e-01   3.1212047e-01  -2.2616859e-02   6.3947912e-01  -9.2703270e-02   1.3613523e-01   3.8418460e+00
   7.0615258e-01   6.2601807e-01  -3.3637446e-01  -4.6374704e-01   9.4802147e-02   5.5220903e-01  -1.7318834e-01  -1.7644994e-01   4.5684051e+00
   6.4685519e-01  -7.2868962e-01  -5.2992244e-01   8.7303395e-03  -2.9572079e-01   4.4862609e-01   7.5206133e-02  -2.1052793e-01  -4.6533459e+00
  -4.4874380e-01  -3.2977975e-01  -8.3873659e-01   9.3700344e-01  -5.8723705e-01  -6.5559208e-02   2.6910444e-01   3.8381503e-02  -3.4094671e+00
   2.4480219e-01  -4.6763291e-01   7.5845036e-01  -6.7950371e-01   5.2702640e-01   3.2634569e-01  -1.0463949e-01  -7.5837168e-02   4.9437203e+00
  -6.1347827e-01  -2.2239129e-02  -5.5182804e-01  -5.9242968e-01  -6.3025350e-01   7.7989545e-01  -8.8623829e-02   2.9929983e-01   9.7238163e-01
  -2.1286487e-01   2.5798438e-02   5.4564401e-02  -9.0949287e-01  -7.4183996e-01   8.7708244e-01   2.4569928e-01   2.6780381e-01   3.4075677e+00
