   7.6972869e-01   3.7989452e-01   5.4253245e-01   8.1260871e-01  -8.7357838e-01  -3.1273805e-01  -2.9675740e-01   1.9841832e-01   9.1891249e+00
   5.2468938e-02  -3.1377485e-01   4.9191197e-01   1.4925566e-01  -3.3607483e-01   8.0216261e-01   2.3702477e-01   2.7535471e-01  -1.0826963e+00
   2.7225499e-01  -8.8257753e-01  -7.6503800e-01  -7.1161733e-01  -1.0928325e-01  -7.7690564e-01  -1.1640305e-01   2.1400154e-01  -5.1374894e+00
  -8.6733676e-01   9.1754549e-01   3.6543133e-01   6.1901999e-01   7.9909437e-01   7.0490208e-02  -2.8907307e-01  -2.5109130e-01   9.4180036e+00
  -9.1574907e-01  -3.3221934e-01  -3.7200572e-01   9.7619424e-02   7.7830046e-01  -6.9600964e-01   6.3796002e-02   1.9407657e-02   3.5454361e+00
  -6.7704908e-01   3.1301818e-01  -1.4537729e-02   7.0862122e-01   6.4744274e-01  -2.7847484e-01   5.7875037e-03   7.0574273e-02   6.2701130e+00
  -1.8279791e-01   1.9311641e-01  -1.8599875e-01  -8.2466762e-01  -1.1013758e-01  -5.5849451e-02   1.4695724e-02  -2.0895946e-01   6.3452958e+00
  -5.7064880e-01  -2.4040377e-01   8.7865456e-01   8.0503026e-01  -6.7694296e-02   7.7513935e-01   2.6702950e-01  -3.5113801e-02   7.9431671e+00
   7.6136243e-01  -7.4520168e-01   9.2530882e-01   7.8170389e-01  -4.3115425e-02  -8.1799916e-01   2.4006112e-01  -2.9271531e-01  -5.3157329e+00
  -8.3635557e-01  -5.1415232e-01  -7.2162636e-01  -5.6995489e-01   1.1247246e-01  -2.8576418e-01   8.9945998e-03  -2.7761802e-02  -2.2382644e+00
   6.5156416e-01  -7.5316506e-01   9.1651613e-01   2.9439263e-02   9.2732279e-01   7.0122923e-01   2.6015106e-01   1.5888734e-01   1.3428879e-01
  -5.6719216e-01  -5.7825094e-01   1.6753545e-01  -3.5542262e-01  -1.6368871e-01   9.1902560e-01   2.3464481e-01  -1.2472864e-01   3.8427640e+00
   2.6932016e-01   6.8556212e-01  -4.9097328e-01   5.4758159e-01   8.5054303e-01  -4.2655291e-01  -1.8738575e-01   7.7256226e-03   3.0890606e+00
   7.6824459e-01  -5.8926284e-02  -7.7237318e-01   4.1308974e-01   5.0789469e-01  -7.7778447e-01  -1.7976983e-02   2.6084136e-01  -3.6015283e+00
  -7.5181674e-01  -9.2657264e-01   5.9675685e-01  -1.5632132e-01   3.3564157e-01  -5.4428143e-01  -1.5433327e-02  -1.8793431e-01   2.6751869e+00
  -6.6605802e-01   3.1408719e-01  -8.9726999e-01  -7.7202907e-01   5.4164908e-01  -8.3940198e-01  -2.6144764e-01   2.4951410e-01  -3.6479439e+00
   5.7658386e-01   8.8219276e-02  -7.5867393e-01   6.9178265e-01   3.8497337e-01  -8.0519526e-01  -2.6118216e-01  -8.8628954e-02   4.1343777e-01
   6.6967564e-01   1.6855983e-01  -1.0317969e-01   1.8053052e-02  -6.0199463e-02   4.4878316e-01  -2.8445312e-01  -3.6016291e-03   1.5465281e+00
   2.1180762e-01  -8.3050244e-01  -1.5832211e-01   6.3765240e-01  -8.3361080e-01   3.7817285e-01  -3.7911662e-02   1.8697358e-02  -2.6616506e+00
  -4.8226816e-01  -1.7195233e-01  -3.6590013e-01   9.2655280e-01  -9.3023391e-01  -6.1971674e-01   2.1817704e-01  -2.9848912e-01  -2.9730752e+00
  -3.3491795e-01  -4.8854862e-01  -1.7001314e-01   1.8179787e-01  -3.6261685e-02  -6.0947890e-01  -2.1108925e-01   2.2935590e-02  -5.7675147e-01
   8.7480261e-01   1.5378351e-01   3.6540351e-01   1.5141448e-01   1.3319465e-01  -7.2476806e-01  -1.8901202e-01   2.7503415e-01   1.0243010e+01
   3.1073679e-01  -6.5869393e-01  -3.2475096e-01   7.4194286e-01   8.5233654e-01  -4.4220074e-01   9.9348739e-02  -4.5737777e-02  -7.3208163e+00
